Weight_kg,BMI,Protein_Intake,Dietary_Habits,Recommended_Meal_Plan
50,19.29,57,Regular,High-Protein Diet
118,44.41,70,Keto,Low-Carb Diet
69,18.52,146,Regular,Low-Fat Diet
56,22.15,138,Vegan,High-Protein Diet
56,19.61,152,Regular,Low-Fat Diet
99,36.81,55,Regular,Balanced Diet
51,15.74,108,Regular,Low-Fat Diet
96,39.45,72,Keto,High-Protein Diet
63,17.45,122,Vegetarian,Balanced Diet
80,31.64,149,Regular,Low-Fat Diet
99,39.16,167,Regular,High-Protein Diet
110,28.34,189,Keto,Low-Fat Diet
90,25.46,116,Keto,High-Protein Diet
63,20.11,110,Keto,Low-Carb Diet
54,16.85,110,Regular,High-Protein Diet
54,15.61,167,Vegan,Low-Fat Diet
113,48.91,79,Keto,Low-Carb Diet
78,19.7,76,Keto,Low-Fat Diet
54,14.65,173,Regular,Balanced Diet
85,31.6,79,Vegetarian,Low-Fat Diet
68,23.53,149,Regular,Low-Carb Diet
113,32.66,86,Regular,Low-Carb Diet
71,27.39,112,Keto,Low-Fat Diet
83,35.46,117,Vegan,Low-Carb Diet
105,27.33,142,Regular,High-Protein Diet
66,26.44,157,Keto,High-Protein Diet
105,29.71,86,Keto,Low-Fat Diet
66,18.09,146,Keto,Balanced Diet
67,21.39,164,Vegan,Low-Fat Diet
94,31.77,80,Regular,Low-Fat Diet
105,27.9,154,Regular,Low-Fat Diet
99,27.71,79,Regular,Low-Fat Diet
107,28.73,197,Regular,Low-Fat Diet
67,22.91,72,Regular,Balanced Diet
56,18.71,176,Regular,Balanced Diet
59,19.27,178,Regular,Balanced Diet
118,36.83,192,Keto,Balanced Diet
52,15.7,70,Keto,Low-Fat Diet
93,34.16,79,Vegetarian,Balanced Diet
119,40.7,60,Regular,Low-Fat Diet
63,16.07,163,Regular,High-Protein Diet
53,13.38,186,Regular,High-Protein Diet
67,18.17,118,Keto,Low-Fat Diet
101,36.21,96,Keto,High-Protein Diet
87,35.75,82,Regular,High-Protein Diet
69,17.42,171,Regular,Low-Fat Diet
93,30.37,114,Regular,Low-Fat Diet
100,40.57,172,Regular,Low-Fat Diet
68,28.3,105,Vegan,Balanced Diet
117,36.52,94,Vegan,Low-Carb Diet
115,32.54,82,Vegan,High-Protein Diet
62,20.96,155,Vegetarian,High-Protein Diet
111,33.88,100,Vegetarian,Low-Fat Diet
110,37.62,182,Vegetarian,Low-Fat Diet
79,21.66,87,Keto,Low-Fat Diet
79,21.43,182,Vegetarian,Balanced Diet
100,26.57,105,Keto,Balanced Diet
97,38.86,130,Regular,High-Protein Diet
82,25.31,138,Regular,Balanced Diet
68,27.94,101,Regular,Balanced Diet
106,42.46,85,Regular,Balanced Diet
68,25.91,169,Regular,Balanced Diet
90,38.95,185,Regular,Balanced Diet
91,26.88,112,Regular,Low-Fat Diet
101,30.49,70,Keto,High-Protein Diet
53,18.34,148,Keto,Balanced Diet
53,16.36,154,Regular,Low-Fat Diet
54,16.12,155,Vegan,Low-Carb Diet
90,27.47,171,Keto,Low-Carb Diet
110,32.49,99,Regular,Balanced Diet
104,38.67,109,Keto,Low-Carb Diet
62,18.92,93,Vegetarian,Low-Carb Diet
63,26.22,51,Regular,Balanced Diet
109,28.96,157,Keto,High-Protein Diet
74,25.61,154,Vegan,High-Protein Diet
93,28.08,147,Regular,High-Protein Diet
59,18.01,192,Vegetarian,Balanced Diet
99,35.08,101,Regular,Low-Carb Diet
93,28.08,137,Vegan,High-Protein Diet
63,20.11,183,Regular,Low-Carb Diet
64,19.75,150,Regular,Low-Fat Diet
65,22.49,180,Regular,Balanced Diet
51,15.23,145,Regular,Low-Fat Diet
79,29.37,195,Regular,High-Protein Diet
79,29.73,141,Vegan,High-Protein Diet
80,28.34,194,Keto,Low-Fat Diet
69,18.72,81,Keto,Low-Carb Diet
98,36.44,125,Regular,Low-Carb Diet
84,34.96,150,Regular,Low-Fat Diet
72,28.84,179,Regular,Low-Fat Diet
110,31.8,194,Regular,High-Protein Diet
104,36.41,165,Keto,High-Protein Diet
116,34.64,149,Vegetarian,Low-Carb Diet
57,16.3,83,Regular,Low-Carb Diet
89,29.06,68,Regular,Balanced Diet
108,38.72,111,Vegetarian,Low-Fat Diet
81,25.85,99,Vegetarian,Low-Fat Diet
56,22.43,135,Keto,Low-Fat Diet
51,15.57,94,Vegetarian,Low-Fat Diet
55,22.89,171,Regular,Low-Fat Diet
85,31.99,131,Vegan,Low-Fat Diet
81,25.85,164,Regular,High-Protein Diet
94,31.41,137,Regular,Low-Carb Diet
91,34.67,50,Regular,Low-Fat Diet
102,27.67,115,Regular,Low-Fat Diet
58,22.38,101,Regular,Low-Carb Diet
98,34.72,51,Regular,Low-Carb Diet
51,17.65,136,Keto,High-Protein Diet
116,37.45,81,Regular,Low-Carb Diet
60,21.26,52,Keto,High-Protein Diet
99,33.08,104,Regular,Balanced Diet
84,27.43,76,Keto,High-Protein Diet
64,17.0,57,Regular,Low-Carb Diet
80,25.54,69,Regular,Balanced Diet
111,29.19,66,Keto,Low-Carb Diet
77,27.61,158,Vegan,Low-Fat Diet
74,19.87,82,Regular,High-Protein Diet
74,21.62,104,Regular,Balanced Diet
50,13.71,122,Keto,Low-Fat Diet
108,34.09,147,Regular,Balanced Diet
118,42.82,157,Regular,High-Protein Diet
91,38.87,193,Vegetarian,Balanced Diet
83,22.28,140,Keto,High-Protein Diet
115,30.56,128,Regular,Low-Fat Diet
67,21.15,113,Regular,Low-Fat Diet
54,23.07,137,Vegetarian,Low-Fat Diet
69,27.29,150,Vegetarian,Balanced Diet
115,37.98,162,Regular,Low-Carb Diet
111,34.26,132,Regular,Balanced Diet
81,35.06,72,Vegan,High-Protein Diet
107,27.85,152,Keto,Balanced Diet
99,43.42,144,Keto,High-Protein Diet
87,28.74,143,Vegetarian,Low-Fat Diet
104,26.53,56,Regular,High-Protein Diet
77,32.05,158,Keto,Low-Carb Diet
71,23.18,108,Regular,High-Protein Diet
92,37.32,163,Regular,High-Protein Diet
85,25.11,52,Regular,High-Protein Diet
101,32.61,161,Regular,Low-Fat Diet
85,28.08,79,Regular,High-Protein Diet
77,27.61,187,Keto,Low-Fat Diet
107,47.56,147,Vegetarian,Low-Fat Diet
85,21.9,62,Vegetarian,Low-Carb Diet
119,33.67,126,Regular,Low-Carb Diet
58,25.1,74,Keto,Balanced Diet
70,29.9,111,Regular,Balanced Diet
113,31.3,89,Regular,Low-Fat Diet
110,31.8,128,Vegetarian,Low-Fat Diet
89,33.09,52,Keto,Low-Carb Diet
105,42.6,95,Regular,Low-Carb Diet
53,15.16,135,Regular,Balanced Diet
80,20.2,147,Vegetarian,High-Protein Diet
76,26.93,118,Vegetarian,Low-Carb Diet
107,27.85,90,Keto,Balanced Diet
74,24.16,109,Vegetarian,Balanced Diet
118,33.39,185,Regular,Low-Fat Diet
119,47.07,147,Keto,Balanced Diet
54,15.44,53,Vegetarian,Low-Carb Diet
57,21.45,74,Vegetarian,Low-Fat Diet
58,14.79,147,Regular,Balanced Diet
64,17.73,119,Vegetarian,Low-Fat Diet
56,19.84,147,Vegetarian,Low-Carb Diet
64,19.97,198,Vegan,Low-Carb Diet
86,36.26,157,Vegetarian,Balanced Diet
88,27.16,143,Regular,High-Protein Diet
55,22.6,172,Vegan,High-Protein Diet
106,37.56,105,Keto,Low-Carb Diet
68,20.99,52,Regular,High-Protein Diet
112,31.69,128,Regular,Low-Fat Diet
80,26.73,198,Vegetarian,High-Protein Diet
59,17.62,95,Vegetarian,Low-Fat Diet
116,39.21,175,Regular,Balanced Diet
111,28.6,168,Vegan,High-Protein Diet
52,13.82,127,Regular,Balanced Diet
67,18.76,117,Keto,High-Protein Diet
74,30.8,80,Vegetarian,Low-Carb Diet
69,19.73,95,Regular,High-Protein Diet
107,29.64,94,Vegetarian,Balanced Diet
99,28.93,53,Vegetarian,Balanced Diet
59,19.05,174,Regular,High-Protein Diet
70,27.34,105,Keto,Low-Carb Diet
78,32.89,55,Regular,Low-Carb Diet
59,21.41,131,Vegetarian,Low-Carb Diet
62,25.48,88,Vegetarian,Low-Fat Diet
96,30.99,160,Vegetarian,Low-Carb Diet
72,18.74,122,Vegan,Low-Carb Diet
99,36.81,147,Regular,Low-Fat Diet
53,13.94,176,Regular,Low-Fat Diet
116,44.2,89,Keto,High-Protein Diet
102,39.84,86,Vegan,Low-Carb Diet
51,13.55,175,Regular,Low-Fat Diet
117,38.2,99,Vegetarian,High-Protein Diet
114,38.99,60,Regular,Low-Carb Diet
106,33.83,108,Regular,Low-Fat Diet
119,39.76,57,Keto,Balanced Diet
56,17.67,77,Vegetarian,Balanced Diet
68,27.24,109,Regular,Balanced Diet
93,25.49,138,Regular,Low-Fat Diet
112,47.84,59,Regular,Low-Fat Diet
114,29.08,112,Keto,Low-Carb Diet
88,23.14,124,Regular,High-Protein Diet
75,26.89,196,Regular,Balanced Diet
93,25.23,195,Vegetarian,High-Protein Diet
61,22.41,196,Regular,Low-Fat Diet
71,21.43,64,Keto,High-Protein Diet
63,19.88,65,Vegan,Low-Fat Diet
79,22.35,197,Keto,Balanced Diet
93,36.79,196,Regular,Low-Carb Diet
87,34.85,196,Vegetarian,Balanced Diet
108,33.33,137,Regular,Low-Fat Diet
91,29.05,80,Regular,Balanced Diet
101,43.72,57,Vegan,Low-Fat Diet
112,42.15,99,Vegetarian,High-Protein Diet
110,36.33,137,Keto,Low-Carb Diet
83,30.86,185,Keto,Balanced Diet
88,38.59,62,Regular,High-Protein Diet
90,30.07,196,Keto,Low-Fat Diet
86,32.37,155,Vegetarian,Low-Carb Diet
114,29.37,146,Vegetarian,Balanced Diet
81,33.28,110,Keto,Low-Carb Diet
57,16.65,84,Vegetarian,High-Protein Diet
67,16.92,186,Vegetarian,Low-Carb Diet
94,31.41,161,Vegetarian,Low-Carb Diet
82,26.47,74,Vegetarian,Balanced Diet
54,15.61,170,Vegan,High-Protein Diet
85,24.31,155,Regular,Low-Carb Diet
72,22.47,113,Keto,High-Protein Diet
89,28.73,164,Regular,Low-Fat Diet
54,15.28,159,Vegetarian,Low-Carb Diet
83,30.86,86,Regular,High-Protein Diet
73,23.84,87,Vegan,Balanced Diet
66,29.33,57,Regular,Low-Fat Diet
71,30.33,124,Regular,Low-Carb Diet
64,20.2,72,Regular,Low-Fat Diet
64,28.44,178,Regular,High-Protein Diet
74,20.07,58,Regular,Low-Carb Diet
102,25.76,89,Regular,Low-Carb Diet
70,18.41,146,Regular,Balanced Diet
115,39.33,145,Regular,Balanced Diet
81,31.64,185,Keto,High-Protein Diet
70,27.69,86,Vegan,Low-Carb Diet
117,42.46,67,Regular,Low-Fat Diet
93,27.17,161,Keto,Balanced Diet
115,29.94,126,Vegetarian,Balanced Diet
63,20.57,124,Keto,Low-Fat Diet
64,16.49,129,Regular,High-Protein Diet
69,23.88,93,Vegetarian,High-Protein Diet
83,31.63,127,Regular,Low-Carb Diet
85,34.05,193,Vegan,Balanced Diet
58,22.66,67,Vegan,Low-Carb Diet
79,30.86,74,Regular,High-Protein Diet
112,46.62,84,Keto,Low-Carb Diet
84,37.33,120,Keto,Low-Fat Diet
62,25.81,76,Regular,Balanced Diet
95,36.2,187,Regular,Low-Carb Diet
105,35.91,124,Vegan,Balanced Diet
58,17.9,197,Keto,Low-Carb Diet
85,29.07,129,Regular,Low-Carb Diet
52,15.03,188,Vegan,Low-Carb Diet
68,17.7,116,Vegetarian,High-Protein Diet
77,24.86,187,Vegetarian,Low-Carb Diet
72,18.18,55,Vegetarian,Low-Fat Diet
56,21.08,144,Vegan,High-Protein Diet
63,16.4,98,Keto,Low-Carb Diet
95,40.06,81,Regular,High-Protein Diet
64,18.7,78,Vegan,Balanced Diet
116,35.41,171,Vegan,Low-Fat Diet
64,19.11,66,Regular,Low-Carb Diet
100,41.09,147,Regular,Balanced Diet
57,15.62,98,Vegetarian,Balanced Diet
118,30.41,193,Keto,Low-Fat Diet
111,43.91,184,Vegan,Low-Fat Diet
100,25.25,62,Regular,Low-Fat Diet
112,40.64,181,Vegetarian,Low-Fat Diet
117,36.52,112,Vegan,Low-Fat Diet
65,22.49,173,Regular,Balanced Diet
73,27.82,122,Regular,Low-Carb Diet
55,24.44,125,Regular,Low-Carb Diet
106,47.11,127,Regular,High-Protein Diet
80,20.82,64,Regular,Balanced Diet
55,16.6,182,Regular,Low-Fat Diet
78,22.31,91,Keto,Low-Fat Diet
116,38.31,67,Vegetarian,Balanced Diet
52,16.98,121,Regular,Low-Fat Diet
77,29.34,185,Regular,High-Protein Diet
97,30.96,117,Regular,Low-Fat Diet
59,17.81,164,Keto,Low-Fat Diet
82,23.7,124,Regular,High-Protein Diet
116,32.13,119,Keto,Low-Carb Diet
118,36.83,71,Regular,Balanced Diet
61,15.56,118,Regular,Low-Carb Diet
106,27.31,178,Vegetarian,High-Protein Diet
93,37.73,135,Regular,Balanced Diet
62,15.81,84,Regular,High-Protein Diet
73,19.0,175,Regular,Low-Fat Diet
93,41.33,116,Vegan,Low-Carb Diet
106,40.89,180,Vegetarian,Low-Fat Diet
65,27.41,178,Regular,Low-Fat Diet
70,23.39,91,Regular,High-Protein Diet
100,41.62,107,Regular,High-Protein Diet
70,23.12,137,Keto,Low-Carb Diet
109,48.44,145,Keto,Low-Fat Diet
100,33.03,134,Vegetarian,Low-Fat Diet
70,31.11,53,Vegetarian,Low-Carb Diet
55,16.79,66,Keto,High-Protein Diet
114,31.25,126,Regular,Low-Carb Diet
107,29.33,148,Regular,Low-Carb Diet
55,23.81,60,Regular,Balanced Diet
114,29.08,89,Vegetarian,Balanced Diet
83,29.41,190,Regular,Balanced Diet
105,28.48,149,Regular,Low-Fat Diet
52,16.41,83,Vegetarian,Low-Fat Diet
91,22.98,185,Keto,Balanced Diet
111,48.68,184,Keto,High-Protein Diet
55,22.03,111,Regular,Low-Carb Diet
55,19.96,95,Regular,Low-Fat Diet
112,29.45,176,Keto,Balanced Diet
69,20.16,175,Vegetarian,Balanced Diet
70,25.4,62,Vegetarian,Balanced Diet
51,13.01,179,Regular,Low-Carb Diet
105,40.51,51,Keto,High-Protein Diet
59,20.66,78,Regular,Low-Fat Diet
119,30.05,140,Regular,Low-Carb Diet
72,31.16,131,Regular,High-Protein Diet
79,21.43,51,Vegetarian,Low-Carb Diet
86,21.72,110,Vegan,Balanced Diet
104,44.43,121,Vegan,Low-Carb Diet
98,35.56,149,Vegetarian,High-Protein Diet
83,20.96,108,Regular,High-Protein Diet
93,26.88,97,Regular,High-Protein Diet
71,18.67,186,Keto,Low-Carb Diet
80,21.93,195,Regular,Low-Fat Diet
56,20.82,99,Regular,Low-Fat Diet
70,21.13,135,Keto,High-Protein Diet
65,23.88,115,Regular,Low-Carb Diet
69,26.95,115,Keto,High-Protein Diet
92,32.21,71,Vegan,High-Protein Diet
93,26.59,135,Vegetarian,Low-Fat Diet
96,32.08,140,Keto,High-Protein Diet
68,24.98,190,Regular,Low-Carb Diet
97,30.27,171,Regular,High-Protein Diet
118,35.24,192,Keto,Low-Fat Diet
60,26.67,161,Regular,Balanced Diet
78,26.06,194,Regular,High-Protein Diet
94,31.41,88,Regular,High-Protein Diet
117,46.87,136,Vegetarian,Low-Carb Diet
85,29.07,53,Keto,High-Protein Diet
97,37.42,64,Regular,Low-Fat Diet
64,23.23,173,Keto,Low-Carb Diet
93,30.72,55,Regular,Balanced Diet
116,37.03,114,Regular,Balanced Diet
89,33.09,135,Vegetarian,Low-Fat Diet
63,19.66,79,Keto,Low-Fat Diet
112,36.16,107,Regular,Low-Carb Diet
100,34.2,135,Vegetarian,High-Protein Diet
107,42.32,105,Keto,Low-Carb Diet
64,19.75,95,Vegetarian,Balanced Diet
114,36.8,178,Vegan,High-Protein Diet
104,40.12,189,Vegan,Low-Carb Diet
59,15.52,162,Regular,Low-Carb Diet
91,28.09,116,Regular,Low-Fat Diet
60,18.31,174,Keto,High-Protein Diet
65,19.84,59,Regular,High-Protein Diet
68,18.84,50,Regular,Low-Carb Diet
80,21.26,68,Regular,Low-Fat Diet
102,30.13,131,Regular,High-Protein Diet
57,14.99,165,Keto,Low-Carb Diet
73,25.26,144,Vegan,Low-Carb Diet
57,22.55,117,Regular,Low-Fat Diet
97,35.63,90,Regular,Low-Carb Diet
79,32.46,118,Keto,High-Protein Diet
107,45.71,163,Regular,Balanced Diet
104,33.57,131,Regular,High-Protein Diet
111,36.66,106,Vegetarian,Low-Carb Diet
97,29.94,97,Vegetarian,High-Protein Diet
53,20.7,99,Vegetarian,Balanced Diet
86,22.16,185,Vegetarian,Balanced Diet
57,19.96,159,Vegetarian,Low-Carb Diet
50,14.61,165,Keto,High-Protein Diet
119,43.18,158,Vegan,Low-Fat Diet
96,25.51,72,Vegetarian,Balanced Diet
54,21.09,90,Keto,Low-Carb Diet
99,30.9,136,Regular,Balanced Diet
73,21.56,142,Keto,Balanced Diet
96,26.59,108,Vegan,Low-Carb Diet
67,19.16,67,Keto,High-Protein Diet
77,26.33,120,Regular,Low-Fat Diet
54,14.65,173,Keto,Low-Carb Diet
79,20.36,185,Vegetarian,High-Protein Diet
50,16.14,163,Keto,Low-Fat Diet
95,27.46,155,Regular,Low-Carb Diet
118,31.03,66,Regular,Low-Carb Diet
80,20.41,100,Keto,Low-Fat Diet
119,35.15,79,Regular,Low-Carb Diet
105,44.85,115,Regular,High-Protein Diet
77,28.28,71,Vegan,High-Protein Diet
65,23.88,81,Keto,Balanced Diet
103,35.64,185,Vegan,Low-Carb Diet
102,33.31,112,Regular,Balanced Diet
61,17.82,78,Vegan,Low-Carb Diet
69,24.45,89,Vegetarian,Balanced Diet
83,30.12,51,Regular,High-Protein Diet
102,27.1,98,Regular,Low-Fat Diet
113,36.9,80,Regular,High-Protein Diet
72,24.62,117,Vegetarian,Low-Fat Diet
76,24.26,139,Vegetarian,Low-Carb Diet
66,29.33,186,Vegan,High-Protein Diet
97,26.04,59,Keto,Balanced Diet
70,20.45,100,Regular,Low-Fat Diet
99,26.86,75,Regular,High-Protein Diet
89,25.73,128,Vegetarian,High-Protein Diet
52,22.81,170,Keto,Balanced Diet
66,23.95,198,Regular,High-Protein Diet
110,30.79,157,Keto,Balanced Diet
99,28.31,140,Keto,High-Protein Diet
55,19.03,79,Regular,Low-Fat Diet
77,30.84,192,Regular,Low-Carb Diet
104,39.63,129,Keto,High-Protein Diet
107,41.8,172,Regular,Low-Carb Diet
94,34.53,133,Regular,High-Protein Diet
68,24.98,162,Regular,Balanced Diet
78,34.21,151,Regular,Low-Fat Diet
72,19.74,133,Regular,Balanced Diet
81,21.75,119,Regular,Low-Fat Diet
59,23.94,157,Regular,Low-Fat Diet
98,26.58,153,Keto,High-Protein Diet
114,31.25,197,Keto,Low-Carb Diet
78,29.72,102,Regular,Balanced Diet
108,39.19,179,Regular,Low-Carb Diet
94,26.6,185,Vegetarian,Balanced Diet
116,38.76,89,Regular,Balanced Diet
100,43.28,171,Vegan,Low-Fat Diet
60,18.73,185,Vegetarian,Balanced Diet
55,20.96,194,Regular,Balanced Diet
116,41.1,148,Vegetarian,High-Protein Diet
111,45.61,79,Vegan,Low-Carb Diet
54,21.63,178,Regular,Low-Fat Diet
58,20.55,113,Regular,Low-Fat Diet
77,20.46,85,Regular,Balanced Diet
87,24.36,128,Regular,Low-Fat Diet
92,31.46,130,Keto,Low-Carb Diet
70,25.1,73,Keto,Balanced Diet
111,37.52,156,Vegan,Low-Fat Diet
95,41.66,181,Regular,High-Protein Diet
119,30.05,172,Keto,High-Protein Diet
87,21.97,159,Vegetarian,Balanced Diet
98,38.28,126,Keto,Low-Carb Diet
88,27.16,186,Vegetarian,Low-Fat Diet
79,23.85,75,Regular,High-Protein Diet
70,26.35,96,Regular,Low-Fat Diet
50,18.37,193,Vegan,Low-Carb Diet
81,31.64,156,Regular,Balanced Diet
57,17.21,60,Vegetarian,Low-Carb Diet
118,48.49,179,Keto,Low-Carb Diet
79,24.38,172,Regular,Low-Fat Diet
57,14.69,132,Vegetarian,Low-Carb Diet
68,17.88,72,Keto,High-Protein Diet
108,28.11,111,Regular,High-Protein Diet
104,39.14,125,Vegetarian,Low-Fat Diet
79,25.22,88,Regular,Balanced Diet
85,23.06,183,Regular,Low-Carb Diet
104,38.2,109,Regular,Low-Carb Diet
93,32.95,159,Regular,Low-Carb Diet
76,27.58,128,Vegetarian,Low-Carb Diet
103,33.63,85,Regular,Low-Fat Diet
97,40.37,126,Regular,Balanced Diet
79,21.43,121,Regular,Balanced Diet
88,22.45,137,Regular,High-Protein Diet
62,24.84,109,Keto,Low-Fat Diet
65,16.41,190,Regular,High-Protein Diet
93,33.75,142,Regular,Low-Carb Diet
76,23.46,86,Regular,Low-Fat Diet
94,36.26,110,Regular,Low-Fat Diet
84,28.39,195,Regular,High-Protein Diet
77,32.47,195,Keto,Low-Carb Diet
56,15.19,103,Regular,Balanced Diet
111,32.43,171,Vegetarian,Low-Fat Diet
100,29.22,80,Regular,Low-Carb Diet
95,41.12,128,Vegetarian,High-Protein Diet
69,23.05,133,Regular,Low-Carb Diet
87,31.57,141,Regular,Balanced Diet
110,31.12,117,Vegetarian,Low-Carb Diet
81,26.45,177,Regular,Low-Carb Diet
75,32.04,145,Vegan,High-Protein Diet
107,28.43,136,Keto,Low-Fat Diet
88,33.95,111,Vegan,High-Protein Diet
69,30.67,128,Vegetarian,Balanced Diet
99,34.26,56,Keto,High-Protein Diet
101,35.79,161,Vegan,Balanced Diet
71,24.57,145,Regular,Low-Fat Diet
102,36.57,89,Regular,Low-Fat Diet
115,31.2,127,Keto,Balanced Diet
92,39.82,132,Vegan,Low-Carb Diet
72,18.37,129,Vegetarian,Balanced Diet
113,30.34,186,Vegetarian,Low-Carb Diet
58,17.7,74,Regular,Balanced Diet
56,22.15,185,Vegan,Low-Carb Diet
90,25.2,88,Regular,Balanced Diet
103,38.3,57,Regular,Low-Fat Diet
114,48.07,190,Vegan,High-Protein Diet
51,21.79,158,Vegetarian,Low-Fat Diet
53,16.92,53,Regular,Low-Carb Diet
81,34.6,72,Regular,High-Protein Diet
51,18.96,83,Regular,High-Protein Diet
113,41.01,120,Vegetarian,Low-Fat Diet
63,16.91,143,Regular,High-Protein Diet
69,29.86,122,Regular,High-Protein Diet
98,38.76,68,Vegetarian,Low-Fat Diet
57,14.84,186,Regular,Low-Fat Diet
112,30.7,72,Regular,Balanced Diet
95,32.11,62,Keto,Low-Carb Diet
70,25.1,121,Regular,Low-Fat Diet
81,36.0,159,Vegetarian,Low-Carb Diet
57,16.84,68,Regular,Low-Carb Diet
65,20.06,54,Regular,High-Protein Diet
89,23.89,169,Vegetarian,Low-Carb Diet
76,33.78,191,Regular,Low-Fat Diet
67,29.0,199,Vegetarian,Balanced Diet
84,36.36,199,Keto,Low-Carb Diet
101,29.19,54,Vegetarian,Low-Carb Diet
64,22.68,129,Regular,Low-Fat Diet
112,35.35,75,Regular,Low-Fat Diet
102,33.69,166,Regular,Low-Fat Diet
115,34.72,129,Vegan,Balanced Diet
80,23.37,174,Keto,High-Protein Diet
110,34.72,189,Keto,Balanced Diet
113,36.9,98,Vegetarian,Low-Carb Diet
83,35.46,189,Regular,Low-Fat Diet
104,26.53,145,Vegetarian,Low-Fat Diet
108,40.65,182,Keto,Low-Fat Diet
52,13.13,149,Vegetarian,Low-Carb Diet
66,21.31,141,Regular,High-Protein Diet
95,28.68,173,Regular,Low-Carb Diet
87,29.75,53,Regular,Balanced Diet
84,21.64,152,Regular,Low-Fat Diet
50,21.64,152,Vegetarian,Low-Fat Diet
78,26.37,142,Regular,Low-Carb Diet
53,18.34,74,Vegetarian,Low-Carb Diet
110,30.47,68,Keto,Low-Fat Diet
66,22.31,72,Regular,Low-Fat Diet
77,32.89,144,Vegan,Balanced Diet
99,34.26,132,Regular,High-Protein Diet
57,16.48,145,Regular,Low-Carb Diet
83,22.52,95,Regular,Balanced Diet
108,33.33,195,Vegetarian,Low-Carb Diet
67,23.18,120,Vegan,High-Protein Diet
108,35.27,94,Regular,Balanced Diet
76,21.05,170,Regular,Low-Carb Diet
65,19.2,66,Keto,High-Protein Diet
59,16.87,192,Regular,Balanced Diet
71,23.72,122,Regular,Low-Carb Diet
65,25.39,83,Vegan,High-Protein Diet
61,16.9,148,Vegetarian,Low-Fat Diet
100,31.56,185,Regular,Low-Fat Diet
50,13.02,99,Vegetarian,High-Protein Diet
76,32.89,168,Vegetarian,Low-Fat Diet
116,51.56,188,Regular,Low-Fat Diet
61,21.61,137,Vegetarian,High-Protein Diet
79,20.78,143,Regular,High-Protein Diet
58,14.79,84,Regular,Low-Carb Diet
102,34.88,108,Regular,Balanced Diet
110,41.4,189,Regular,Low-Fat Diet
103,26.27,61,Regular,Balanced Diet
86,32.37,77,Vegetarian,Low-Carb Diet
114,30.6,158,Regular,High-Protein Diet
91,33.43,89,Regular,High-Protein Diet
98,29.59,148,Keto,Low-Fat Diet
53,20.2,78,Regular,Low-Carb Diet
113,32.31,169,Vegetarian,Low-Fat Diet
100,25.51,177,Regular,Low-Carb Diet
109,42.05,193,Regular,High-Protein Diet
80,22.88,95,Vegan,Balanced Diet
107,30.27,78,Vegetarian,Low-Fat Diet
53,16.0,101,Regular,Low-Carb Diet
71,21.43,89,Keto,High-Protein Diet
52,16.41,55,Regular,Low-Fat Diet
96,40.48,76,Regular,Low-Carb Diet
87,36.21,199,Regular,Low-Carb Diet
82,25.31,56,Vegetarian,High-Protein Diet
97,35.63,178,Regular,Low-Carb Diet
114,35.19,126,Regular,Low-Carb Diet
75,24.77,191,Vegetarian,High-Protein Diet
57,14.69,128,Regular,Balanced Diet
99,26.04,189,Regular,Low-Carb Diet
87,26.26,156,Regular,Low-Fat Diet
59,22.48,179,Vegetarian,Low-Carb Diet
91,36.0,168,Regular,Low-Carb Diet
86,28.73,134,Regular,Low-Fat Diet
75,29.67,106,Regular,Low-Carb Diet
61,16.9,191,Regular,Low-Carb Diet
98,30.25,115,Vegetarian,Low-Fat Diet
63,24.01,124,Regular,Balanced Diet
95,41.12,127,Regular,High-Protein Diet
84,21.21,133,Keto,High-Protein Diet
78,23.29,76,Regular,Balanced Diet
61,15.56,120,Keto,High-Protein Diet
93,29.68,50,Regular,Balanced Diet
115,40.75,62,Keto,Balanced Diet
51,17.24,87,Regular,High-Protein Diet
108,28.7,194,Vegetarian,Low-Carb Diet
66,20.15,149,Regular,Low-Fat Diet
59,22.48,178,Regular,High-Protein Diet
67,20.23,178,Regular,Low-Fat Diet
71,21.2,132,Keto,High-Protein Diet
107,32.3,164,Keto,Balanced Diet
102,43.01,56,Regular,High-Protein Diet
50,21.64,156,Keto,Balanced Diet
110,45.2,197,Regular,High-Protein Diet
80,26.73,93,Keto,Balanced Diet
80,27.36,62,Vegetarian,Balanced Diet
115,30.56,88,Regular,High-Protein Diet
68,22.99,69,Vegetarian,Balanced Diet
102,31.83,54,Regular,Low-Carb Diet
71,25.46,161,Regular,High-Protein Diet
72,21.98,101,Keto,High-Protein Diet
64,26.3,163,Keto,High-Protein Diet
75,22.64,189,Vegetarian,Balanced Diet
52,21.93,178,Vegetarian,Low-Carb Diet
69,17.6,121,Regular,Low-Carb Diet
89,28.41,71,Vegetarian,Low-Carb Diet
88,35.7,163,Keto,Low-Fat Diet
67,24.91,134,Regular,Low-Fat Diet
90,38.45,80,Regular,High-Protein Diet
119,35.53,178,Vegetarian,Balanced Diet
76,32.05,51,Regular,Low-Fat Diet
64,19.32,170,Vegan,Low-Carb Diet
86,36.26,142,Regular,High-Protein Diet
107,30.6,178,Keto,High-Protein Diet
54,16.12,91,Regular,Low-Carb Diet
56,18.29,185,Regular,High-Protein Diet
90,40.0,84,Vegetarian,Low-Carb Diet
59,25.2,158,Regular,Balanced Diet
111,31.41,84,Keto,High-Protein Diet
75,24.49,184,Regular,High-Protein Diet
